Speaker_ID,Start_Time,End_Time,Duration_Seconds,Word_Count,Confidence,Reason,Content
654,2025-08-18T14:52:20.658,2025-08-18T14:52:26.875,1.0,25,high,long pause (3.0s),the food safety so that they can safely um sell directly to the public and how to be able to support themselves in their 1.5
655,2025-08-18T14:52:29.458,2025-08-18T14:52:35.408,1.0,21,high,long pause (2.6s),acre or 10 acre farm and so having a Department of Health certified access of those commercial kitchens and so that
656,2025-08-18T14:52:37.458,2025-08-18T14:52:38.375,0.5,7,high,long pause (2.0s),"they can serve all year round, not"
657,2025-08-18T14:52:40.658,2025-08-18T14:52:47.142,1.25,32,high,long pause (2.3s),"just when the crops come in, um, it's so essential. I know that you are doing that work, but we haven't been able to touch base on this for this presentation if"
658,2025-08-18T14:52:49.225,2025-08-18T14:52:51.058,1.0,17,high,long pause (2.1s),somebody could like like tell us a little bit about that. Thank you. and thank you chairs
659,2025-08-18T14:52:59.358,2025-08-18T14:53:02.542,1.0,14,high,long pause (8.3s),"Mr. Chair, Representative Cates, uh, yeah, that's uh that sounds like an easy question"
660,2025-08-18T14:53:06.625,2025-08-18T14:53:06.875,0.25,5,high,long pause (4.1s),"but, um, so they're currently"
661,2025-08-18T14:53:08.625,2025-08-18T14:53:12.908,0.75,19,medium,formal introduction,"and I'm, I hope I'm not gonna miss anybody, but in addition to us and we're located in Silver"
662,2025-08-18T14:53:15.158,2025-08-18T14:53:15.408,0.25,6,high,long pause (2.2s),City and La Semia who's located
663,2025-08-18T14:53:18.592,2025-08-18T14:53:21.608,0.75,19,high,long pause (3.2s),"in Las Cruces, um, desert spoon also has a location in Las Cruces as well as in El Paso,"
664,2025-08-18T14:53:24.658,2025-08-18T14:53:24.908,0.25,3,high,long pause (3.0s),agriculturera Network is
665,2025-08-18T14:53:26.958,2025-08-18T14:53:27.975,0.5,8,high,long pause (2.0s),in uh the South Valley of Albuquerque here
666,2025-08-18T14:53:33.092,2025-08-18T14:53:33.342,0.25,8,high,long pause (5.1s),"um, and then we have uh San Juan"
667,2025-08-18T14:53:36.592,2025-08-18T14:53:38.875,0.5,12,high,long pause (3.2s),"College, Harvest Food Hub, um, up at the college, um, and we"
668,2025-08-18T14:53:41.225,2025-08-18T14:53:43.642,0.5,11,high,long pause (2.4s),"have Ogallala Commons in uh with a location in Ratton, New"
669,2025-08-18T14:53:49.325,2025-08-18T14:53:54.275,1.0,17,high,long pause (5.7s),"Mexico, and New Mexico harvest also in Albuquerque with a cold storage facility. Am I forgetting anybody?"
670,2025-08-18T14:53:57.158,2025-08-18T14:54:01.408,0.75,15,high,long pause (2.9s); question-answer pattern,"La Montanita Co op Distribution Service, uh, sorry, co op distribution center, which is a"
671,2025-08-18T14:54:03.458,2025-08-18T14:54:07.342,1.0,17,high,long pause (2.0s),big hub for all of the food moving to the state also in Albuquerque here. who else
672,2025-08-18T14:54:11.092,2025-08-18T14:54:18.841,1.75,34,high,long pause (3.8s); formal introduction,"Mogro Santa Fe, I'm actually not sure where Moku no, they also uh Albuquerque, yes, yeah, so there's, there's a lot of concentration here in Albuquerque, right? And then they're, in addition to that,"
673,2025-08-18T14:54:21.091,2025-08-18T14:54:21.341,0.25,4,high,long pause (2.2s),there's other organizations as
674,2025-08-18T14:54:23.091,2025-08-18T14:54:23.341,0.25,5,medium,medium pause (1.8s) + speech pattern,uh chair Sefanix had mentioned
675,2025-08-18T14:54:25.591,2025-08-18T14:54:25.841,0.25,6,high,long pause (2.2s),writers. We have our partners in
676,2025-08-18T14:54:29.358,2025-08-18T14:54:29.608,0.25,6,high,long pause (3.5s),the food uh emergency world with
677,2025-08-18T14:54:32.658,2025-08-18T14:54:37.708,1.0,14,high,long pause (3.0s),warehouses and distribution capacity our different communities have different locations. um in Grant Coun
678,2025-08-18T14:54:40.891,2025-08-18T14:54:47.808,1.5,27,high,long pause (3.2s),"ty in Silver City, we have another partner who's been hosting us for a long time with with their cold storage facility so we've been collectively trying"
679,2025-08-18T14:54:50.625,2025-08-18T14:54:59.875,1.75,40,high,long pause (2.8s),"to work on a system to let farmers across the State know where to go, but yeah. still working that out. Thank you so much and thank you, chair. So just to bring it home, these are a group of"
680,2025-08-18T14:55:02.591,2025-08-18T14:55:02.841,0.25,4,high,long pause (2.7s),"organizations, um, using some"
681,2025-08-18T14:55:04.925,2025-08-18T14:55:06.108,0.5,11,high,long pause (2.1s),state funding and some obviously it's it's uh a a a
682,2025-08-18T14:55:10.591,2025-08-18T14:55:10.841,0.25,6,high,long pause (4.5s),"a free market, um, uh, being"
683,2025-08-18T14:55:12.891,2025-08-18T14:55:13.141,0.25,6,high,long pause (2.0s),able to allow farmers to find
684,2025-08-18T14:55:16.625,2025-08-18T14:55:19.108,0.5,10,high,long pause (3.5s),"economic revenue year-round, whether it is with um WIC and"
685,2025-08-18T14:55:21.158,2025-08-18T14:55:25.175,0.75,18,high,long pause (2.0s),"state agencies or or or food banks, cold storage that it's cleaning and dry so that you can"
686,2025-08-18T14:55:27.391,2025-08-18T14:55:34.841,1.25,31,high,long pause (2.2s),"store um access to Department of Health based kitchens so that they can be able to uh do, uh, and, and they, and they do it with pennies and sweat, and"
687,2025-08-18T14:55:35.358,2025-08-18T14:55:36.308,0.5,7,medium,thank you transition,"thank you very much. Thank you, cheers."
688,2025-08-18T14:55:39.158,2025-08-18T14:55:46.041,1.5,24,high,long pause (2.9s); thank you transition,"Thank you, Representative Kates. Uh, so we're now 45 minutes behind schedule. We still have two questioners. Uh, next up, representing Rory Ball Caballero."
689,2025-08-18T14:55:48.858,2025-08-18T14:55:49.108,0.25,6,high,long pause (2.8s); thank you transition,"Thank you, Mr. Chair, and thank"
690,2025-08-18T14:55:51.558,2025-08-18T14:55:52.341,0.5,9,high,long pause (2.5s),"you for all of you, um, for presenting. I"
691,2025-08-18T14:55:54.825,2025-08-18T14:56:03.408,1.5,31,high,long pause (2.5s),had the opportunity to hear some of the presentations pre-COVID and post-COVID. I think it's important to mention that because some of our strategies and the things that we've had to
692,2025-08-18T14:56:05.491,2025-08-18T14:56:07.375,0.5,12,high,long pause (2.1s),put in place have been affected by the way we've been doing
693,2025-08-18T14:56:09.425,2025-08-18T14:56:09.675,0.25,6,high,long pause (2.0s),"business pre and post, so thank"
694,2025-08-18T14:56:12.925,2025-08-18T14:56:16.841,1.0,12,high,long pause (3.2s); formal introduction,"you, um, I'm concerned with access, opportunity, sustainability, and return on investment."
695,2025-08-18T14:56:19.691,2025-08-18T14:56:19.941,0.25,6,high,long pause (2.9s),"Uh, Mr. Chair, with those, um,"
696,2025-08-18T14:56:22.858,2025-08-18T14:56:34.475,2.0,41,high,long pause (2.9s),"concerns in mind, I have just a coup I narrowed down, by the way, process of elimination. my questions, so I narrowed them down and whomever, whoever would like to step up and answer these questions appropriately. You decide amongst yourselves."
697,2025-08-18T14:56:37.325,2025-08-18T14:56:43.608,1.25,27,high,long pause (2.9s); formal introduction,"so, um, I'm asking for for feedback as well because I think it's important for us as legislators to know how what direction we should be taking"
698,2025-08-18T14:56:46.625,2025-08-18T14:56:48.875,0.5,10,high,long pause (3.0s),"with all things considered, given the nature of this, uh,"
699,2025-08-18T14:56:51.358,2025-08-18T14:56:53.675,0.5,11,high,long pause (2.5s),"committees, uh, attention so I noticed that um many of your"
700,2025-08-18T14:56:56.625,2025-08-18T14:56:57.608,0.5,7,high,long pause (3.0s),programs have highlighted rural and tribal communities.
701,2025-08-18T14:57:01.158,2025-08-18T14:57:01.408,0.25,6,high,long pause (3.5s),"for, for obvious reasons and so"
702,2025-08-18T14:57:03.891,2025-08-18T14:57:04.708,0.5,10,high,long pause (2.5s),I'd like to know what guard rails are in place.
703,2025-08-18T14:57:07.725,2025-08-18T14:57:09.741,0.75,8,high,long pause (3.0s),to ensure these communities are prioritized. in funding
704,2025-08-18T14:57:13.525,2025-08-18T14:57:14.441,0.5,7,high,long pause (3.8s),and not left behind as programs scale
705,2025-08-18T14:57:17.125,2025-08-18T14:57:25.408,1.5,37,high,long pause (2.7s),based on what we're facing at the federal level and what we will be facing where we have to step up as a state. So whoever feels that they're in the best position to answer that. I
706,2025-08-18T14:57:27.391,2025-08-18T14:57:28.308,0.5,7,medium,formal introduction,"appreciate it again, I'm looking for guidance."
707,2025-08-18T14:57:34.775,2025-08-18T14:57:35.025,0.25,5,high,long pause (6.5s); thank you transition,"Thank you for the question,"
708,2025-08-18T14:57:37.058,2025-08-18T14:57:37.308,0.25,5,high,long pause (2.0s),"Representative. Um, and so, uh,"
709,2025-08-18T14:57:38.858,2025-08-18T14:57:48.875,1.5,40,medium,medium pause (1.6s) + speech pattern; formal introduction,"I'm gonna try to be as brief as I can with my response to your very complex question, um, we work really hard to ensure that I, I think, um, Liz said it, you know, we're we're trying to lift"
710,2025-08-18T14:57:50.891,2025-08-18T14:57:52.841,0.5,13,high,long pause (2.0s),"our Erin, lift all boats at the same time we realized that there"
711,2025-08-18T14:57:54.891,2025-08-18T14:58:11.108,3.25,69,high,long pause (2.0s),"um are foundational things that are barriers that are in place that make it harder for some communities to access rape and our our national food system, um, is a good example of that. What happened with efficiency is how we get to the place we are today, where many of our rural communities lack fresh food access. So as a coalition we do focus and prioritize on rural"
712,2025-08-18T14:58:13.125,2025-08-18T14:58:37.108,4.5,90,high,long pause (2.0s),"and tribal communities, um, as an organization, the NMFMA, we work really hard to direct resources to the smallest producers that can't access federal resources and is a straightforward of a way, um, those that don't own the land that they're operating on that aren't personally liable for those things that the structures that are put in place by USDA do not always serve, uh, so we feel like that is our imperative to be able to create equitable market access for those producers who would simply be systematically blocked"
713,2025-08-18T14:58:39.125,2025-08-18T14:58:49.408,2.0,42,high,long pause (2.0s),"out, um, so y'all should be very proud that you've invested in a program that that offers that pathway, um, the other pieces when it comes to the awards that are administered through the agencies for our buyers, therefore impacting food access"
714,2025-08-18T14:58:51.425,2025-08-18T14:59:03.141,2.25,47,high,long pause (2.0s),"and community, um, some of the high considerations for that are our food access for fresh and healthy foods and looking at meal improvement opportunities and so that does tend to fall in our rural and tribal areas where it's hard to get fresh food too, um"
715,2025-08-18T14:59:05.125,2025-08-18T15:00:32.874,15.5,319,medium,medium pause (2.0s) + speech pattern,"so those grants are creating an opportunity for them to build new relationships in some circumstances with farms, uh, just right down the road and so it's a way of looking at uh greater food security and um you did bring up the pandemic so I must say during the pandemic we saw the resilience of our local food system when the national food system could not serve us, um, and many of our food hubs, that's, that's the opportunity they used for expansion into these markets and so, um, the last thing I'll say is we are collaborating with our agency partners on a tribal pilot this year to address the lack of program access in tribal communities, um, in a way that really does uplift food sovereignty and political sovereignty of our tribal nations and so we look forward to reporting out on that. We're just getting started with that, uh, program in partnership with the Indian Public Cultural Center, um, and working to see, you know, what value chains could look like that really focus on those communities, uh, the Frontier Food Hub is another wonderful example as Johanna shared, you know, that is their focus, um, and we just realized that if we're gonna impact opportunity for producers again that are sort of disenfranchised by these systems. recreating the same centralized supply chains is not the answer, and that's why we focus very heavily on direct institution while finding that foothold uh for our distribution partners like food hubs and even larger uh distributors this year. We've got 3 new distributors coming into the pike to serve the markets that are able to be achieved there so I'll try to sum it up with we service kind of our main corridor, um, and support those producers, that's our foundation, but then we spend as much dedicated energy and resource in in our more rural pockets."
